size_1,size_2,size_3,flow_ratio_avg,flow_ratio_var,min_ratio_avg,min_ratio_var
1,2,2,0.7812566724999999,0.13455648409445733,0.6735901709999998,0.19317918732556244
1,2,3,0.69014664509,0.14341720452078466,0.517630823,0.13553126853572883
1,2,4,0.71092948589,0.10597891214051298,0.46150236599999994,0.1500088509018792
1,2,5,0.7125795494006,0.16048448137442012,0.5085143590000001,0.20468592962916432
1,3,2,0.73903799268,0.09078038699490511,0.665636742,0.13205020795237468
1,3,3,0.73400471653,0.10210865754998791,0.593645149,0.12396451570941706
1,3,4,0.74617627178125,0.1832086945200373,0.5276939480000001,0.21369932526237934
1,3,5,0.7546032036479999,0.06985467741753265,0.597138427,0.10477659232920405
1,4,2,0.6810449482950001,0.08287497790269202,0.6455371970000001,0.10337082178335917
1,4,3,0.7600982262333333,0.10743812129909742,0.6835228750000001,0.14662172704283416
1,4,4,0.7398171191485,0.06053443272312527,0.589288239,0.08000299492174735
1,4,5,0.7516621062119999,0.12208576646617014,0.56930888,0.17541074676986174
1,5,2,0.703408307335,0.0648643900544798,0.656322775,0.1010133294451103
1,5,3,0.7345567857326667,0.0819160760452688,0.6903102249999999,0.09983710105565277
1,5,4,0.753627532741,0.07742362370683031,0.6885741500000001,0.09365265551776361
1,5,5,0.80627061396,0.10737365573996879,0.6764612139999999,0.158421768460313
