size_1,size_2,size_3,flow_ratio_avg,flow_ratio_var,min_ratio_avg,min_ratio_var
1,2,2,0.774325803325,0.15259650669560287,0.6821153405,0.20720528020329648
1,2,4,0.7284674570499999,0.10473451387330004,0.5336098870000001,0.17780377547319923
1,2,6,0.7974655975433335,0.07781136434720652,0.43203717199999997,0.1382850037909192
1,2,8,0.779844364458375,0.150277097988519,0.42464172775,0.172781748166154
1,2,10,0.7834626899835,0.08529586712943255,0.33243152925,0.14808462355882807
1,2,12,0.7396731035241667,0.1118628431762815,0.32154521885,0.15479326173655497
1,2,14,0.7375217952596429,0.12077538922540364,0.31852039555,0.1626049120574038
1,2,16,0.7472297048696874,0.08672956212106905,0.2814342002,0.11549207646925613
1,2,18,0.7739909725904972,0.09637210934666748,0.29382013249999994,0.12609153791280234
1,2,20,0.7858248227476501,0.09695088691706791,0.24301117225000005,0.156780158415867
1,2,22,0.7533943034097501,0.11714206006784401,0.2631487555,0.08549867369581492
1,2,24,0.7624714549322589,0.10626853569263504,0.29198744350000005,0.10354944856990328
1,2,26,0.7722856791582307,0.09086995197779735,0.22918578265000003,0.10668636830046391
1,2,28,0.7746763935525713,0.10401276517107651,0.24045250550000002,0.07072734565314058
1,2,30,0.7913457351016666,0.07775020681241523,0.21148058855000001,0.09583451588322026
1,2,32,0.7392076407709375,0.10596818552748608,0.19144556369999996,0.09480978820784562
1,2,34,0.7371962559041177,0.11795510808967125,0.20359036675,0.10210262159931302
1,2,36,0.7689110190512223,0.09101026817532432,0.16812155215,0.07527873011476309
1,2,38,0.734424954394487,0.11279597394424519,0.13938972635,0.08104346195100146
1,2,40,0.7509977184712501,0.10639422121362693,0.19366511250000001,0.09928673202251201
1,4,2,0.683451226305,0.13043464584471223,0.631035922,0.1514722493518767
1,4,4,0.7800081069558751,0.1062369668365478,0.654082224,0.11538851966563371
1,4,6,0.7277385674100001,0.11301860984947613,0.544236715,0.12416574076644281
1,4,8,0.7555814970782124,0.08987360823951578,0.524635756,0.15642204904995194
1,4,10,0.7934204292754,0.06007058062400755,0.5533195945000001,0.12985312572041094
1,4,12,0.7388878364454583,0.11939284796070777,0.4806283264999999,0.12595482494628119
1,4,14,0.7311018839578571,0.11856931778319872,0.47722150399999996,0.10584431014288286
1,4,16,0.718039038116875,0.10656793838218094,0.4791609739999999,0.12467873744774381
1,4,18,0.7336155886856389,0.09697489988626871,0.48601576599999996,0.10433913182116773
1,4,20,0.7583545745073,0.09170092759483245,0.5004399605,0.09410904457825056
1,4,22,0.7464184928597499,0.09586567744023056,0.44658531999999995,0.11381379607468493
1,4,24,0.7672564418637353,0.06597126191280893,0.4370834735,0.0801385639885173
1,4,26,0.754365020417427,0.0993381635476325,0.4480437970000001,0.12844127148353623
1,4,28,0.7625661619147499,0.08023270261434189,0.490350267,0.09580586953920084
1,4,30,0.7528783916978001,0.0865015353131902,0.45173168099999994,0.09542430330944633
1,4,32,0.7500720000684064,0.10005608718708114,0.40053681389999995,0.11503159685350241
1,4,34,0.7753515243956912,0.07019216664529465,0.4007691415,0.10848746876209069
1,4,36,0.7494251599120137,0.10378522997110441,0.38454207149999997,0.11945527336088342
1,4,38,0.7929973745713064,0.05997475120574417,0.40347300199999997,0.09069357217614783
1,4,40,0.7580526315120125,0.09101631665070822,0.3954778574500001,0.10869972409509635
1,6,2,0.6889637589450001,0.09113998698544093,0.6689197804999999,0.09131887360845652
1,6,4,0.7371631062344999,0.08795046857863348,0.66332402,0.12415077671047714
1,6,6,0.7397655447109167,0.09097197524059066,0.6370027675000001,0.10850172988331522
1,6,8,0.7712171795439999,0.07008840670408002,0.66742323,0.07331645215353101
1,6,10,0.71866086138285,0.07208766240774503,0.5550952665000002,0.10689861978508887
1,6,12,0.7642725531972917,0.06878074824337999,0.5962855764999999,0.14389020174080888
1,6,14,0.7320206688777928,0.08288666263194924,0.5804494259999999,0.0988826194770625
1,6,16,0.7429243741584562,0.08247928786560987,0.5549096165,0.09709736179335401
1,6,18,0.7512310577239443,0.09016622851188054,0.5625545475,0.10457056938172636
1,6,20,0.7687941950796249,0.07353506849893704,0.5715006975000001,0.08264990058848036
1,6,22,0.7508667681239318,0.07725890843671401,0.5606127370000001,0.06886011001097574
1,6,24,0.756615709802354,0.06130973063122255,0.5413071145,0.08086721256055272
1,6,26,0.7610868342268325,0.07106130025149518,0.49225523749999994,0.10889520594214071
1,6,28,0.746437782499909,0.06850286354215027,0.5446741310000002,0.07263446661460915
1,6,30,0.7874650125924018,0.07206765038283246,0.5400546915,0.0854556833237796
1,6,32,0.7526252610666563,0.09567188354518405,0.514399544,0.05211517719689758
1,6,34,0.8027780995198823,0.06729852096281468,0.5355413290000001,0.09920324479661348
1,6,36,0.806380818463732,0.06270651280335292,0.5008544925,0.09463488816280743
1,6,38,0.7651709881206827,0.09998441071731502,0.48375707700000004,0.11043743360240825
1,6,40,0.7807532604759638,0.08326594139398738,0.5442018925000001,0.07231909098208031
1,8,2,0.70596921259625,0.0688680412654669,0.680097154,0.08219642824696384
1,8,4,0.7529773127417501,0.05330110576186061,0.7133131255,0.09036049488623053
1,8,6,0.7529757139791667,0.07734855304552689,0.6564239034999999,0.10604009823638501
1,8,8,0.7417835272009375,0.06884663521025185,0.6599841135,0.08702876250776317
1,8,10,0.74452547669255,0.0760965444956875,0.658069304,0.08817728516855974
1,8,12,0.7684435827407501,0.07108548848234855,0.5838543460000001,0.1128356686013433
1,8,14,0.7394614763550287,0.07461335950347983,0.6212961640000001,0.10225552713144798
1,8,16,0.7620380207199001,0.0816626101135148,0.6282888069999999,0.10713977536002155
1,8,18,0.757026249814186,0.08338463480673884,0.5979187735,0.0887716041404614
1,8,20,0.78073457055925,0.07767811140167978,0.586953568,0.08578284514105146
1,8,22,0.7762502544834932,0.08450809396981761,0.6081599069999999,0.0801350760265892
1,8,24,0.7763145316422291,0.060034334322275604,0.6247990560000001,0.06580422265921233
1,8,26,0.7577772479316,0.06772951263112977,0.6012306505,0.09857757653253957
1,8,28,0.7686219750307142,0.05313136083279029,0.5863862055,0.0741224378942389
1,8,30,0.7548282272192317,0.07051157975434164,0.568568669,0.09013575532667217
1,8,32,0.7492783462194267,0.07020087138488146,0.5703497005,0.09966439226990001
1,8,34,0.76354805195525,0.06083693089847108,0.5225656310000001,0.08392495904898273
1,8,36,0.7149274712247777,0.0773375867662937,0.583327699,0.0726459707036327
1,8,38,0.7765514561665146,0.06429786411753323,0.5311964985,0.10284886657286357
1,8,40,0.7634883140579135,0.07880644556009114,0.564535335,0.08770418981153948
1,10,2,0.7112951823661826,0.053947191319671434,0.6928298574999999,0.06451353138194404
1,10,4,0.7589047741582499,0.05783759844077921,0.704746556,0.07369391472831577
1,10,6,0.7575426473816667,0.0540481437728881,0.7107854505000001,0.09180480956127393
1,10,8,0.771105010801375,0.04980376223319239,0.6914312610000001,0.10675001602033267
1,10,10,0.7871875827398199,0.05831107755656311,0.6590547995,0.09430413400089885
1,10,12,0.7497447355180876,0.06800967886630888,0.6806518895,0.05715777762247501
1,10,14,0.7419465299129607,0.06120280993375194,0.6452674815,0.0823390392963754
1,10,16,0.7546887934983187,0.0444194486585679,0.6616771910000001,0.06103349117563864
1,10,18,0.7701434448152381,0.052909599528443964,0.6530919805,0.07714580689552632
1,10,20,0.7522520556891126,0.0590060349809861,0.64674364,0.08289361926738945
1,10,22,0.7558328369081082,0.06690984799028434,0.6451667529999999,0.10809605957200669
1,10,24,0.7576422852738958,0.057549037412366943,0.6228284964999999,0.09567109895256588
1,10,26,0.7449914514928078,0.05625268444117742,0.6104757024999999,0.04609006835748552
1,10,28,0.7467339263844839,0.05829984269047533,0.6186264964999999,0.08928686494561136
1,10,30,0.742710304638915,0.06364388118499806,0.6204866099999999,0.07751763980918368
1,10,32,0.7832395193213377,0.04766643470218037,0.6150206144999999,0.0851782822622186
1,10,34,0.7662296764780543,0.05607853932847597,0.6169065220000001,0.0831125837317071
1,10,36,0.7387542840751514,0.06584266581485658,0.6076854144999999,0.05845664076548458
1,10,38,0.7459167461016835,0.07338380658123604,0.611738285,0.08822338426267218
1,10,40,0.7482753000202236,0.05358295873740854,0.6048808219999999,0.07290167598977129
1,12,2,0.7414610853615,0.05847215100195262,0.7304856965,0.06873908669912442
1,12,4,0.7501634571033751,0.07493851155873431,0.7321982185000001,0.08582516273557769
1,12,6,0.7402232297246835,0.05392572863732412,0.7084522430000001,0.06472729718858089
1,12,8,0.7459566827199687,0.049892029626710806,0.6841918045000001,0.058188784980669386
1,12,10,0.75206959201645,0.052154012368457466,0.6758832545,0.07023608158645267
1,12,12,0.7575672535070834,0.06523408201752418,0.6815421495,0.07409962163261688
1,12,14,0.768405319109507,0.05860912086718174,0.7177067635,0.05496943335182457
1,12,16,0.768630200687497,0.05695144995510128,0.65712815,0.09165934461056226
1,12,18,0.7544225378485278,0.06294344175293147,0.686195973,0.07746350443401623
1,12,20,0.7347534395013101,0.07174437070870016,0.650579625,0.07107171807482632
1,12,22,0.7579534376945454,0.05831503188834567,0.6562830645000001,0.07809191399203937
1,12,24,0.7531793868143606,0.04715313354684077,0.6263131209999999,0.05627912548000058
1,12,26,0.7649356715859614,0.050633282212776166,0.6335681625000001,0.07349788574323896
1,12,28,0.7497829657085465,0.046012598018084806,0.6393533885,0.0597381680803005
1,12,30,0.7387117086927434,0.0681079924030311,0.6179150795000001,0.06884835628684294
1,12,32,0.7499828575659109,0.0674641873249869,0.6341804499999999,0.06865513257784876
1,12,34,0.7529671888212034,0.04079123042873408,0.633496689,0.08279239559108283
1,12,36,0.7477818017585728,0.07100032062823852,0.6058896755000001,0.07553507037793335
1,12,38,0.7460823508608727,0.06622320127296842,0.6257296470000001,0.07784979048313052
1,12,40,0.7444688749106251,0.06251184767424722,0.6177495284999999,0.06585814456927809
1,14,2,0.7136651164442,0.06832194829542895,0.700420569,0.07589517543077261
1,14,4,0.7340144172011374,0.07431534225539153,0.7128289674999999,0.07559787764401303
1,14,6,0.7438486927072308,0.048085694762501706,0.690955226,0.0686140293700909
1,14,8,0.7417886447612438,0.0683987405938959,0.7021087545,0.06574881832154289
1,14,10,0.7262987421953999,0.044677351588091184,0.7094359409999998,0.04748100287156643
1,14,12,0.7620010495857501,0.047863703802360116,0.705510521,0.0717275408966015
1,14,14,0.7555249434358642,0.042619494069461056,0.700961207,0.06417065471534891
1,14,16,0.7638440927004845,0.0657401093565174,0.6940193305,0.06789334160181303
1,14,18,0.7383189704503333,0.05189902305921999,0.6906036875000001,0.06630301496857671
1,14,20,0.7500481628786599,0.04603802908642322,0.6773044885,0.0506471619404311
1,14,22,0.7699691853029249,0.04819565022565763,0.6696405074999999,0.06506086814788331
1,14,24,0.7404875152744821,0.05697697705705709,0.6682680015000001,0.05400807190537912
1,14,26,0.7466071392281616,0.05729846737910087,0.649099653,0.06021906355503878
1,14,28,0.7542950081487071,0.05535639623001516,0.6775849915000001,0.06166944722055228
1,14,30,0.7679712845685885,0.05169439857738901,0.681110071,0.0439960143462388
1,14,32,0.7262742055474327,0.05458211155472136,0.6660295405000001,0.06589765181593382
1,14,34,0.7318768731452471,0.06323600105703228,0.664660655,0.05672608859744954
1,14,36,0.7565237399702821,0.0551965805874259,0.6510391154999999,0.069978077641645
1,14,38,0.7564484848730646,0.03925838974857279,0.6607821885,0.07023031935396486
1,14,40,0.7414825110808552,0.055566074035344463,0.6268909920000001,0.0781676463747809
1,16,2,0.7051405143295,0.04162208815784771,0.7037706544999999,0.04001610716501162
1,16,4,0.712052956463,0.050791963640018,0.69771561,0.0502976561157138
1,16,6,0.7440437955593749,0.04656279443857829,0.7236922615,0.049617339529538285
1,16,8,0.7362567890983812,0.06815678495631394,0.7095270785000001,0.06556034565213092
1,16,10,0.751244558633805,0.05664492203369385,0.7198214724999998,0.056356138395867575
1,16,12,0.753113407825946,0.0454511613612366,0.7205807714999999,0.052303023388705856
1,16,14,0.7626236244041464,0.0652464619302082,0.7277904595,0.05806581097848522
1,16,16,0.7352028479514876,0.04812712774400855,0.683570537,0.05624650268349562
1,16,18,0.7232382923095166,0.05047054049628332,0.698367951,0.045678002552386944
1,16,20,0.7619009591989402,0.04241529359913593,0.7018209245,0.056801799160046546
1,16,22,0.7522054597937864,0.05066108791565575,0.7082993959999999,0.05213862605090887
1,16,24,0.742296443860725,0.045521186802220455,0.692086183,0.057950154374801215
1,16,26,0.7675853964934233,0.035635284635469944,0.6927049495000001,0.031621454551477614
1,16,28,0.759934543277032,0.046032904311353026,0.7098260249999999,0.0488429534767891
1,16,30,0.747864159410895,0.04482982110948113,0.6912959605,0.06521802570939475
1,16,32,0.7259601199507479,0.06633704554523298,0.6569314740000001,0.061268664503410245
1,16,34,0.7691074230883956,0.05223440282350788,0.686370722,0.04802396945670335
1,16,36,0.7621562950925209,0.05661771939592871,0.6672630735,0.048355736394263944
1,16,38,0.7364717608466046,0.04961952861519526,0.6591137074999999,0.040381448614180596
1,16,40,0.7520589848995047,0.04854666896910466,0.6876817565000001,0.03851314799805468
1,18,2,0.7103755512050001,0.07349336451579506,0.710375551,0.0734933652468626
1,18,4,0.746587724778925,0.04629489048343732,0.7326863520000001,0.04615556449354959
1,18,6,0.7537949666001665,0.0344154510093237,0.7501528445,0.032465687998353976
1,18,8,0.7551325900172814,0.0432111231185837,0.7290783515000001,0.06555161346409921
1,18,10,0.7472641822304794,0.03891096760419698,0.7226422414999999,0.04659522031714147
1,18,12,0.7483289892973877,0.04226730524846017,0.7237978900000002,0.03631247213291185
1,18,14,0.735161572399057,0.04150764172478372,0.7144340220000001,0.04223777212969058
1,18,16,0.7513687587103999,0.04114717333308368,0.7174519745000001,0.0567232991478384
